Contract_Title,Evaluation_Method,Architecture,Level,Clause_Type,TP,FP,FN,Precision,Recall,F1_Score
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,Count,Hybrid,Clause-Level,Non Compete,3,3,0,0.5,1.0,0.6667
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,Count,Edge Only,Clause-Level,Termination For Convenience,1,22,0,0.0435,1.0,0.0833
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,Count,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,Count,Hybrid,Clause-Level,Termination For Convenience,1,2,0,0.3333,1.0,0.5
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,Count,Edge Only,Clause-Level,Uncapped Liability,1,24,0,0.04,1.0,0.0769
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,Count,Cloud Only,Clause-Level,Uncapped Liability,1,3,0,0.25,1.0,0.4
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,Count,Hybrid,Clause-Level,Uncapped Liability,1,2,0,0.3333,1.0,0.5
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,Count,Edge Only,Clause-Level,Cap On Liability,1,6,0,0.1429,1.0,0.25
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,Count,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,Count,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,6,59,0,0.0923,1.0,0.169
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,6,7,0,0.4615,1.0,0.6316
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,6,7,0,0.4615,1.0,0.6316
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,0,0,1,0.0,0.0,0.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,3,0,1,1.0,0.75,0.8571
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Count,Edge Only,Clause-Level,Non Compete,1,7,0,0.125,1.0,0.2222
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Count,Cloud Only,Clause-Level,Non Compete,1,5,0,0.1667,1.0,0.2857
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Count,Hybrid,Clause-Level,Non Compete,1,1,0,0.5,1.0,0.6667
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,1,25,0,0.0385,1.0,0.0741
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,1,1,0,0.5,1.0,0.6667
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,1,14,0,0.0667,1.0,0.125
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,1,1,0,0.5,1.0,0.6667
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Count,Edge Only,Clause-Level,Cap On Liability,2,0,0,1.0,1.0,1.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,2,1,0,0.6667,1.0,0.8
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Count,Hybrid,Clause-Level,Cap On Liability,0,0,2,0.0,0.0,0.0
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,5,46,0,0.098,1.0,0.1786
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,5,8,0,0.3846,1.0,0.5556
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,3,1,2,0.75,0.6,0.6667
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,3,0,1,1.0,0.75,0.8571
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Count,Edge Only,Clause-Level,Non Compete,2,7,0,0.2222,1.0,0.3636
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Count,Cloud Only,Clause-Level,Non Compete,2,2,0,0.5,1.0,0.6667
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Count,Hybrid,Clause-Level,Non Compete,2,1,0,0.6667,1.0,0.8
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,1,49,0,0.02,1.0,0.0392
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,1,3,0,0.25,1.0,0.4
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,1,5,0,0.1667,1.0,0.2857
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,1,17,0,0.0556,1.0,0.1053
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,1,1,0,0.5,1.0,0.6667
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Count,Edge Only,Clause-Level,Cap On Liability,1,5,0,0.1667,1.0,0.2857
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,1,2,0,0.3333,1.0,0.5
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Count,Hybrid,Clause-Level,Cap On Liability,1,1,0,0.5,1.0,0.6667
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,5,78,0,0.0602,1.0,0.1136
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,4,7,1,0.3636,0.8,0.5
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,5,8,0,0.3846,1.0,0.5556
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Count,Edge Only,Clause-Level,Non Compete,1,19,0,0.05,1.0,0.0952
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Count,Cloud Only,Clause-Level,Non Compete,1,4,0,0.2,1.0,0.3333
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Count,Hybrid,Clause-Level,Non Compete,1,1,0,0.5,1.0,0.6667
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,1,47,0,0.0208,1.0,0.0408
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,1,2,0,0.3333,1.0,0.5
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,1,2,0,0.3333,1.0,0.5
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,1,14,0,0.0667,1.0,0.125
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,1,1,0,0.5,1.0,0.6667
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Count,Edge Only,Clause-Level,Cap On Liability,1,7,0,0.125,1.0,0.2222
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,1,2,0,0.3333,1.0,0.5
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Count,Hybrid,Clause-Level,Cap On Liability,1,2,0,0.3333,1.0,0.5
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,4,87,0,0.044,1.0,0.0842
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,4,8,0,0.3333,1.0,0.5
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,4,6,0,0.4,1.0,0.5714
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Binary,Hybrid,Clause-Level,Non Compete,0,0,1,0.0,0.0,0.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,3,0,1,1.0,0.75,0.8571
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,3,0,1,1.0,0.75,0.8571
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Count,Edge Only,Clause-Level,Non Compete,1,1,0,0.5,1.0,0.6667
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Count,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Count,Hybrid,Clause-Level,Non Compete,0,0,1,0.0,0.0,0.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,1,27,0,0.0357,1.0,0.069
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,1,2,0,0.3333,1.0,0.5
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,1,4,0,0.2,1.0,0.3333
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,1,12,0,0.0769,1.0,0.1429
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,1,1,0,0.5,1.0,0.6667
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Count,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,1,3,0,0.25,1.0,0.4
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Count,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,4,40,0,0.0909,1.0,0.1667
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,3,5,1,0.375,0.75,0.5
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,3,5,1,0.375,0.75,0.5
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,4,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Count,Edge Only,Clause-Level,Non Compete,1,8,0,0.1111,1.0,0.2
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Count,Cloud Only,Clause-Level,Non Compete,1,4,0,0.2,1.0,0.3333
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Count,Hybrid,Clause-Level,Non Compete,1,3,0,0.25,1.0,0.4
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,1,26,0,0.037,1.0,0.0714
